href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=534,english154,male,"['glacebay,novascotia,canad']",Unknown,[],"28,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=535,english155,male,"['oakland,california,us']",Unknown,[],"35,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=536,english156,male,"['dublin,irelan']",Unknown,[],"33,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=538,english157,male,"['fortworth,texas,us']",Unknown,[],"35,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=540,english158,female,"['washington,districtofcolumbia,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=541,english159,male,"['ottawa,ontario,canad']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=542,english160,female,"['redwoodfalls,minnesota,us']",Unknown,[],"21,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=546,english161,female,"['wakefield,ohio,us']",Unknown,[],"75,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=548,english162,female,"['delaware,ohio,us']",Unknown,[],"41,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=547,english163,male,"['fairviewpark,ohio,us']",Unknown,[],"41,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=549,english164,male,"['leeds,u']",Unknown,[],"38,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=550,english165,female,"['detroit,michigan,us']",Unknown,[],"43,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=551,english166,male,"['glenside,pennsylvania,us']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=552,english167,male,"['lakeview,michigan,us']",Unknown,[],"43,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=554,english168,male,"['oceanside,california,us']",Unknown,[],"40,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=555,english169,male,"['cleveland,mississippi,us']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=556,english170,female,"['belmont,mississippi,us']",Unknown,[],"50,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=563,english171,male,"['st.louis,missouri,us']",Unknown,[],"21,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=564,english172,male,"['kingston,jamaic']",Unknown,[],"49,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=567,english173,male,"['libertyville,illinois,us']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,"['kuching,sarawak,malaysi']",Unknown,[],"30,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=572,english175,male,"['seattle,washington,us']",Unknown,[],"24,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=573,english176,female,"['elizabethcity,northcarolina,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=574,english177,female,"['neworleans,louisiana,us']",Unknown,[],"23,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=583,english178,male,"['wilkes-barre,pennsylvania,us']",Unknown,[],"30,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=584,english179,male,"['huron,southdakota,us']",Unknown,[],"57,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=585,english180,male,"['newport,rhodeisland,us']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=586,english181,male,"['neweagle,pennsylvania,us']",Unknown,[],"68,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=590,english182,male,"['troy,newyork,us']",Unknown,[],"50,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=595,english183,female,"['corriverton,guyan']",Unknown,[],"55,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=597,english184,female,"['hillsboro,oregon,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=604,english185,male,"['oxford,u']",Unknown,[],"38,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=605,english186,female,"['gadsden,alabama,us']",Unknown,[],"39,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=606,english187,female,"['algona,iowa,us']",Unknown,[],"42,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=611,english188,male,"['edinburgh,scotland,u']",Unknown,[],"35,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=617,english189,male,"['grandforks,northdakota,us']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=618,english190,male,"['oakpark,illinois,us']",Unknown,[],"27,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=631,english191,male,"['lascruces,newmexico,us']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=636,english192,female,"['eastlansing,michigan,us']",Unknown,[],"27,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=637,english193,male,"['honolulu,hawaii,us']",Unknown,[],"32,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=638,english194,male,"['manchester,england,u']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=639,english195,female,"['delavan,wisconsin,us']",Unknown,[],"21,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654,english196,female,"['suva,fij']",Unknown,[],"50,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662,english197,male,"['iowacity,iowa,us']",Unknown,[],"22,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663,english198,male,"['washington,districtofcolumbia,us']",Unknown,[],"56,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664,english199,male,"['bayshore,newyork,us']",Unknown,[],"25,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667,english200,female,"['berkeley,california,us']",Unknown,[],"22,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668,english201,female,"['warren,michigan,us']",Unknown,[],"26,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673,english202,male,"['crisfield,maryland,us']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674,english203,female,"['boston,massachusetts,us']",Unknown,[],"63,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678,english204,male,"['chicago,illinois,us']",Unknown,[],"53,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679,english205,female,"['blueearth,minnesota,us']",Unknown,[],"45,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=680,english206,female,"['hucknall,nottinghamshire,england,u']",Unknown,[],"35,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684,english207,female,"['wilkes-barre,pennsylvania,us']",Unknown,[],"23,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695,english208,male,"['washington,dc,us']",Unknown,[],"46,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702,english209,female,"['saintjohns,antiguaandbarbud']",Unknown,[],"28,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=705,english210,female,"['trenton,novascotia,canad']",Unknown,[],"23,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720,english211,male,"['worcester,massachusetts,us']",Unknown,[],"30,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729,english212,male,"['spartanburg,southcarolina,us']",Unknown,[],"24,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734,english213,male,"['dodgecity,kansas,us']",Unknown,[],"38,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737,english214,male,"['myrtlebeach,southcarolina,us']",Unknown,[],"26,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,"['lemingtonspa,warwickshire,u']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739,english216,female,"['chicago,illinois,us']",Unknown,[],"48,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740,english217,male,"['harrow,middlesex,u']",Unknown,[],"66,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747,english218,female,"['abingdon,virginia,us']",Unknown,[],"27,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748,english219,female,"['oakland,california,us']",Unknown,[],"38,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749,english220,female,"['anaheim,california,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,"['london,u']",Unknown,[],"45,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764,english222,female,"['auburn,indiana,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767,english223,male,"['erie,pennsylvania,us']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=768,english224,male,"['bridgetown,barbado']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,"['dundee,scotland,u']",Unknown,[],"50,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772,english226,male,"['walton-on-thames,surrey,u']",Unknown,[],"38,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773,english227,female,"['camberley,surrey,u']",Unknown,[],"42,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,"['glasgow,scotland,u']",Unknown,[],"59,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775,english229,male,"['burlington,vermont,us']",Unknown,[],"25,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=776,english230,male,"['launceston,tasmania,australi']",Unknown,[],"35,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=791,english231,male,"['tampa,florida,us']",Unknown,[],"22,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=798,english232,female,"['metairie,louisiana,us']",Unknown,[],"32,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=793,english233,female,"['edmonton,alberta,canad']",Unknown,[],"26,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=794,english234,male,"['bloomington,indiana,us']",Unknown,[],"49,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=795,english235,female,"['richmond,virginia,us']",Unknown,[],"52,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=799,english236,male,"['st.charles,illinois,us']",Unknown,[],"44,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=801,english237,female,"['jeffersonville,ohio,us']",Unknown,[],"22,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=802,english238,female,"['vancouver,britishcolumbia,canad']",Unknown,[],"21,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=803,english239,male,"['fortkobbe,panam']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=815,english240,male,"['guelph,ontario,canad']",Unknown,[],"26,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=817,english241,female,"['wanganui,newzealan']",Unknown,[],"52,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=818,english242,female,"['laurel,mississippi,us']",Unknown,[],"77,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=820,english243,male,"['fredericton,newbrunswick,canad']",Unknown,[],"27,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=821,english244,male,"['sanfrancisco,california,us']",Unknown,[],"23,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=824,english245,male,"['pittsburgh,pennsylvania,us']",Unknown,[],"25,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=825,english246,male,"['losangeles,california,us']",Unknown,[],"32,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=835,english247,male,"['princerupert,britishcolumbia,canad']",Unknown,[],"33,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=840,english248,female,"['philadelphia,pennsylvania,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=850,english249,female,"['boston,massachusetts,us']",Unknown,[],"29,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=852,english250,male,"['chester,england,u']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=855,english251,male,"['mt.kisco,newyork,us']",Unknown,[],"21,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=856,english252,female,"['sanjoseca,california,us']",Unknown,[],"25,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=857,english253,male,"['dublin,irelan']",Unknown,[],"21,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=858,english254,male,"['eugene,oregon,us']",Unknown,[],"39,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=859,english255,female,"['oamaru,newzealan']",Unknown,[],"24,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=861,english256,male,"['laurinburg,northcarolina,us']",Unknown,[],"23,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=863,english257,male,"['sandiego,california,us']",Unknown,[],"24,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=869,english258,male,"['kilkenny,irelan']",Unknown,[],"24,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=870,english259,male,"['singapore,singapor']",Unknown,[],"23,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=871,english260,female,"['phoenix,arizona,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=875,english261,female,"['forestville,maryland,us']",Unknown,[],"59,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=876,english262,male,"['naylor,maryland,us']",Unknown,[],"60,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=884,english263,male,"['oakforest,illinois,us']",Unknown,[],"21,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=889,english264,male,"['freemont,california,us']",Unknown,[],"21,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=890,english265,male,"['vancouverwa,washington,us']",Unknown,[],"31,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=899,english266,male,"['sandiego,california,us']",Unknown,[],"18,male",0.0,method:,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=900,english267,male,"['leeds,u']",Unknown,[],"66,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=901,english268,female,"['leeds,u']",Unknown,[],"67,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=902,english269,female,"['adelaide,australi']",Unknown,[],"22,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903,english270,male,"['capetown,southafric']",Unknown,[],"29,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904,english271,female,"['capetown,southafric']",Unknown,[],"32,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=905,english272,male,"['dallas,texas,us']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=907,english273,male,"['bluebell,pennsylvania,us']",Unknown,[],"46,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=909,english274,female,"['sydney,australi']",Unknown,[],"25,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=912,english275,female,"['clifton,newjersey,us']",Unknown,[],"20,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=918,english276,female,"['chattanooga,tennessee,us']",Unknown,[],"50,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=919,english277,female,"['hudson,newyork,us']",Unknown,[],"48,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=921,english278,female,"['augusta,georgia,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=922,english279,female,"['singapore,singapor']",Unknown,[],"30,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=935,english280,female,"['ramsey,isleofma']",Unknown,[],"19,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=937,english281,male,"['ramseymn,minnesota,us']",Unknown,[],"23,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=939,english282,male,"['tampa,florida,us']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=951,english283,male,"['pelham,newyork,us']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=952,english284,male,"['gainesville,florida,us']",Unknown,[],"33,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=961,english285,male,"['melbourne,australi']",Unknown,[],"50,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=977,english286,female,"['beaumont,texas,us']",Unknown,[],"21,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=981,english287,female,"['singapore,singapor']",Unknown,[],"27,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=982,english288,female,"['st.louis,missouri,us']",Unknown,[],"26,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=983,english289,female,"['fairfax,virginia,us']",Unknown,[],"19,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=986,english290,male,"['duluth,georgia,us']",Unknown,[],"20,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1026,english291,male,"['belizecity,beliz']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1051,english292,male,"['kansascity,missouri,us']",Unknown,[],"38,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1052,english293,female,"['billings,montana,us']",Unknown,[],"22,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1060,english294,female,"['naracoorte,australi']",Unknown,[],"19,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1067,english295,male,"['airdrie,alberta,canad']",Unknown,[],"25,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1070,english296,female,"['edmonton,alberta,canad']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1071,english297,male,"['lindenhurst,newyork,us']",Unknown,[],"19,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1072,english298,male,"['lismore,newsouthwales,australi']",Unknown,[],"22,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1075,english299,male,"['windsor,ontario,canad']",Unknown,[],"59,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1076,english300,male,"['dublin,irelan']",Unknown,[],"18,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1078,english301,male,"['toronto,ontario,canad']",Unknown,[],"41,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1085,english302,male,"['melbourne,australi']",Unknown,[],"22,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1086,english303,female,"['anaheim,california,us']",Unknown,[],"45,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1088,english304,female,"['clare,irelan']",Unknown,[],"20,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1094,english305,female,"['lapaz,bolivi']",Unknown,[],"24,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1093,english306,female,"['london,u']",Unknown,[],"24,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1100,english307,male,"['alexandria,va,us']",Unknown,[],"48,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1101,english308,male,"['cardiff,wales,u']",Unknown,[],"34,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1105,english309,female,"['dunedin,newzealan']",Unknown,[],"44,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1108,english310,female,"['oxford,u']",Unknown,[],"37,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1110,english311,female,"['detroit,michigan,us']",Unknown,[],"38,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1113,english312,female,"['edmonton,alberta,canad']",Unknown,[],"40,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1119,english313,male,"['silverspring,maryland,us']",Unknown,[],"28,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1120,english314,female,"['memphis,tennessee,us']",Unknown,[],"26,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1121,english315,male,"['losangeles,california,us']",Unknown,[],"25,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1122,english316,male,"['sacramento,california,us']",Unknown,[],"33,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1132,english317,male,"['burlington,vermont,us']",Unknown,[],"26,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1137,english318,male,"['sarnia,ontario,canad']",Unknown,[],"46,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1138,english319,male,"['grimsby,lincolnshire,u']",Unknown,[],"29,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1162,english320,female,"['marylandcounty,liberi']",Unknown,[],"59,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1163,english321,male,"['brooklyn,newyork,us']",Unknown,[],"52,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1172,english322,male,"['yorkton,saskatchewan,canad']",Unknown,[],"29,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1173,english323,female,"['regina,saskatchewan,canad']",Unknown,[],"31,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1174,english324,male,"['st.marys,ontario,canad']",Unknown,[],"28,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1176,english325,male,"['reading,pennsylvania,us']",Unknown,[],"32,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1188,english326,male,"['fairborn,ohio,us']",Unknown,[],"53,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1205,english327,male,"['dunedin,florida,us']",Unknown,[],"27,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1206,english328,female,"['hollywood,florida,us']",Unknown,[],"23,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1207,english329,female,"['boise,idaho,us']",Unknown,[],"21,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1208,english330,female,"['augusta,georgia,us']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1209,english331,female,"['perth,australi']",Unknown,[],"28,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1212,english332,female,"['baltimore,maryland,us']",Unknown,[],"20,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1214,english333,female,"['spokane,washington,us']",Unknown,[],"32,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1215,english334,female,"['derby,england,u']",Unknown,[],"18,female",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1216,english335,male,"['washington,districtofcolumbia,us']",Unknown,[],"6,male",0.0,naturalistic,[],0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1217,english336,female,"['baltimore,maryland,us']",Unknown,[],"46,female",0.0,naturalistic,[],0
